USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END,combine_USAF_WBAN
723107,99999,SANTEE COOPER RGNL,US,SC,KMNI,+33.587,-080.209,+0031.4,20081208,20180226,72310799999
723110,13873,ATHENS/BEN EPPS AIRPORT,US,GA,KAHN,+33.948,-083.328,+0239.3,19730101,20180620,72311013873
723114,03715,LOUISA CO/FREEMAN FLD ARPT,US,VA,KLKU,+38.010,-077.970,+0150.3,20060101,20180620,72311403715
723114,99999,LOUISA CO FREEMAN FL,US,VA,KLKU,+38.017,-077.967,+0150.0,19990114,20071231,72311499999
723115,53854,ORANGEBURG MUNICIPAL ARPT,US,SC,KOGB,+33.462,-080.858,+0060.1,20060101,20180620,72311553854
723115,99999,ORANGEBURG MUNI,US,SC,KOGB,+33.450,-080.867,+0059.0,19990114,20071231,72311599999
723116,03742,DARLINGTON COUNTY JETPORT AIRPORT,US,SC,KUDG,+34.466,-079.890,+0058.5,20060101,20180620,72311603742
723116,99999,DARLINGTON CO JETPOR,US,SC,KUDG,+34.450,-079.883,+0059.0,19990114,20071231,72311699999
723117,53871,RK HL/YORK CO/BRYNT FD APT,US,SC,KUZA,+34.987,-081.058,+0203.9,20060101,20180620,72311753871
723117,99999,ROCK HILL YORK CO,US,SC,KUZA,+34.983,-081.050,+0203.0,20010811,20071231,72311799999
723118,53850,OCCONEE COUNTY RGNL ARPT,US,SC,KCEU,+34.672,-082.886,+0271.6,20060101,20180620,72311853850
723118,99999,OCONEE CO RGNL,US,SC,KCEU,+34.667,-082.883,+0272.0,20010811,20071231,72311899999
723119,13886,GREENVILLE DOWNTOWN ARPT,US,SC,KGMU,+34.846,-082.346,+0319.4,19420908,20180620,72311913886
723119,99999,GREENVILLE DOWNTOWN,US,SC,KGMU,+34.850,-082.350,+0319.0,20000101,20031231,72311999999
723120,03870,GREENVILLE-SPARTANBURG INTL AIRPORT,US,SC,KGSP,+34.884,-082.221,+0287.4,19730101,20180620,72312003870
723122,63889,DONALDSON CENTER AIRPORT,US,SC,KGYH,+34.758,-082.376,+0291.1,20060101,20180620,72312263889
723122,99999,GREENVILLE,US,SC,KGYH,+34.750,-082.367,+0291.0,20050611,20071231,72312299999
723124,53874,GREENWOOD COUNTY AIRPORT,US,SC,KGRD,+34.249,-082.159,+0192.3,20060101,20180620,72312453874
723124,99999,GREENWOOD CO,US,SC,KGRD,+34.249,-082.167,+0192.0,20010811,20071231,72312499999
723125,93846,ANDERSON RGNL,US,SC,KAND,+34.498,-082.710,+0235.6,19730101,20100801,72312593846
723125,99999,ANDERSON RGNL,US,SC,,+34.483,-082.700,+0244.0,20100801,20100817,72312599999
723126,93804,SPARTANBURG DOWNTOWN MEMORIAL AIRPORT,US,SC,KSPA,+34.917,-081.950,+0244.1,19730101,19820320,72312693804
723126,99999,SPARTANBURG DOWNTOWN MEM,US,SC,KSPA,+34.916,-081.957,+0244.1,20090420,20180619,72312699999
723160,13870,BACON COUNTY AIRPORT,US,GA,KAMG,+31.536,-082.507,+0058.8,20100801,20180620,72316013870
723180,99999,BLACKSBURG,US,VA,,+37.200,-080.400,+0641.9,19960101,20050403,72318099999
723181,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,+36.473,-082.404,+0464.8,19730101,19900228,72318113877
723183,13877,TRI CITIES RGNL,US,TN,KTRI,+36.473,-082.404,+0464.8,19900228,20100801,72318313877
723183,99999,TRI CITIES RGNL,US,TN,,+36.467,-082.400,+0475.0,20100801,20100817,72318399999
723190,93846,ANDERSON REGIONAL AIRPORT,US,SC,KAND,+34.498,-082.710,+0231.7,20100801,20180620,72319093846
723200,93801,RICHARD B RUSSELL AIRPORT,US,GA,KRMG,+34.348,-085.161,+0194.8,19780101,20180620,72320093801
723200,99999,ROME/RUSSELL(RAMOS),US,GA,KRMG,+34.350,-085.167,+0196.0,20000101,20031231,72320099999
723240,13882,LOVELL FIELD AIRPORT,US,TN,KCHA,+35.034,-085.200,+0204.2,19730101,20180620,72324013882
723244,99999,DALLAS BAY SKY PARK,US,TN,KCQN,+35.188,-085.178,+0210.3,19801205,19900801,72324499999
723245,99999,MONTEAGLE,US,TN,MGL,+35.250,-085.850,+0586.0,19730101,19990823,72324599999
723246,53868,OAK RIDGE,US,TN,KOQT,+36.024,-084.238,+0277.4,19990102,20100801,72324653868
723246,99999,OAK RIDGE,US,TN,,+36.017,-084.233,+0279.0,20100801,20100817,72324699999
723249,00463,MAURY COUNTY AIRPORT,US,TN,KMRC,+35.554,-087.179,+0207.9,20130309,20180620,72324900463
723249,99999,MAURY CO,US,TN,KMRC,+35.554,-087.179,+0207.6,20160125,20180514,72324999999
723250,03847,CROSSVILLE MEMORIAL -WHITSON FIELD APT,US,TN,KCSV,+35.951,-085.081,+0569.1,20100801,20180620,72325003847
723260,13891,MC GHEE TYSON AIRPORT,US,TN,KTYS,+35.818,-083.986,+0293.2,19480101,20180620,72326013891
723263,99999,FAYETTEVILLE/KELSO,US,TN,,+35.133,-086.550,+0198.0,19881208,19891112,72326399999
723264,99999,KNOXVILLE DOWNTOWN ISLAND,US,TN,KDKX,+35.964,-083.874,+0253.9,19790507,20180619,72326499999
723265,03847,CROSSVILLE MEM WHIT,US,TN,KCSV,+35.951,-085.081,+0570.0,19730101,20100801,72326503847
723265,99999,CROSSVILLE MEM WHIT,US,TN,,+35.950,-085.083,+0588.0,20100801,20100817,72326599999
723270,13897,NASHVILLE INTERNATIONAL AIRPORT,US,TN,KBNA,+36.119,-086.689,+0182.9,19510701,20180620,72327013897
723271,99999,JOHN C TUNE,US,TN,KJWN,+36.182,-086.887,+0150.9,20151210,20180619,72327199999
723273,13827,SMYRNA AIRPORT,US,TN,KMQY,+36.009,-086.520,+0165.5,20060101,20180620,72327313827
723273,99999,SMYRNA,US,TN,KMQY,+36.000,-086.517,+0166.0,19420816,20071231,72327399999
723274,00372,UPPER CUMBERLAND REGIONAL AIRPORT,US,TN,KSRB,+36.056,-085.531,+0312.1,20151107,20180620,72327400372
723274,99999,UPPER CUMBERLAND RGNL,US,TN,KSRB,+36.056,-085.531,+0312.4,19810220,20180514,72327499999
723275,99999,CLARKSVILLE/OUTLAW,US,TN,CKV,+36.617,-087.417,+0168.0,19730418,19810915,72327599999
723280,03894,OUTLAW FIELD AIRPORT,US,TN,KCKV,+36.624,-087.419,+0170.7,20100801,20180620,72328003894
723284,93839,MILLINGTON MUNICIPAL AIRPORT,US,TN,KNQA,+35.350,-089.867,+0097.5,20060101,20180620,72328493839
723284,99999,MILLINGTON MUNI ARP,US,TN,KNQA,+35.350,-089.867,+0098.0,20010811,20071231,72328499999
723340,13893,MEMPHIS INTERNATIONAL AIRPORT,US,TN,KMEM,+35.056,-089.987,+0077.4,19461001,20180620,72334013893
723345,93839,MEMPHIS NAS,US,TN,KNQA,+35.350,-089.867,+0097.5,19730101,19960429,72334593839
723346,03811,MCKELLAR-SIPES RGNL ARPT,US,TN,KMKL,+35.593,-088.917,+0132.0,19730101,20180620,72334603811
723347,03809,DYERSBURG MUNICIPAL ARPT,US,TN,KDYR,+36.000,-089.409,+0091.4,19430412,20180620,72334703809
723347,99999,DYERSBURG MUNI,US,TN,KDYR,+36.000,-089.400,+0103.0,20000101,20031231,72334799999
723350,13877,TRI-CITIES REGIONAL TN/VA AIRPORT,US,TN,KTRI,+36.480,-082.399,+0456.3,20100801,20180620,72335013877
724006,03701,CHESAPEAKE REGIONAL ARPT,US,VA,KCPK,+36.666,-076.321,+0006.1,20060101,20180620,72400603701
724006,99999,CHESAPEAKE RGNL,US,VA,KCPK,+36.667,-076.317,+0006.0,20010811,20071231,72400699999
724007,03719,SUFFOLK MUNICIPAL AIRPORT,US,VA,KSFQ,+36.682,-076.602,+0022.0,20060101,20180620,72400703719
724007,99999,SUFFOLK EXECUTIVE,US,VA,KSFQ,+36.683,-076.600,+0022.0,19990114,20071231,72400799999
724010,13740,RICHMOND INTERNATIONAL AIRPORT,US,VA,KRIC,+37.512,-077.323,+0050.0,19420924,20180620,72401013740
724014,93714,DINWIDDIE COUNTY AIRPORT,US,VA,KPTB,+37.183,-077.500,+0058.8,20060101,20180620,72401493714
724014,99999,DINWIDDIE CO,US,VA,KPTB,+37.183,-077.500,+0059.0,19920807,20071231,72401499999
724015,13726,FT PICKETT/BLACKSTO,US,VA,KBKT,+37.083,-077.950,+0134.0,19430601,19430701,72401513726
724015,99999,ALLEN C PERKINSON BLACKSTONE AAF,US,VA,KBKT,+37.074,-077.958,+0133.8,20030922,20180619,72401599999
724016,93736,CHARLOTTES-ALBEMARLE ARPT,US,VA,KCHO,+38.139,-078.453,+0195.4,19730101,20180620,72401693736
724016,99999,CHARLOTTESVILLE ALB,US,VA,KCHO,+38.133,-078.450,+0195.0,20000101,20031231,72401699999
724017,03707,FARMVILLE REGIONAL AIRPORT,US,VA,KFVX,+37.358,-078.438,+0127.1,20060101,20180620,72401703707
724017,99999,FARMVILLE RGNL,US,VA,KFVX,+37.350,-078.433,+0127.0,19940718,20071231,72401799999
724019,93773,WAKEFIELD MUNICIPAL ARPT,US,VA,KAKQ,+36.984,-077.007,+0033.2,20060101,20180620,72401993773
724019,99999,WAKEFIELD MUNI,US,VA,KAKQ,+36.983,-077.000,+0034.0,19971210,20071231,72401999999
724020,93739,WALLOPS FLIGHT FACILITY AIRPORT,US,VA,KWAL,+37.937,-075.471,+0014.0,19730101,20180620,72402093739
724020,99999,WALLOPS ISL STN,US,VA,KWAL,+37.933,-075.483,+0012.0,19800101,19850311,72402099999
724024,93739,WALLOPS ISLAND UAU,US,VA,KWAL,+37.937,-075.471,+0014.6,19791231,19910228,72402493739
724025,99999,WEIRWOOD / KELLAM FIELD,US,VA,,+37.470,-075.880,+0012.0,19850814,19870813,72402599999
724026,03716,ACCOMACK COUNTY AIRPORT,US,VA,KMFV,+37.647,-075.761,+0014.3,20060101,20180620,72402603716
724026,99999,ACCOMACK CO,US,VA,KMFV,+37.647,-075.761,+0014.0,19750916,20071231,72402699999
724027,99999,PARRAMORE BEACH,US,VA,,+37.530,-075.620,+0001.0,19750916,19940630,72402799999
724028,99999,CAPE CHARLES COAST GUARD STATION,US,VA,,+37.250,-076.000,+0002.0,19790507,19910113,72402899999
724029,93775,RICHMOND (ASOS),US,VA,KOFP,+37.708,-077.434,+0062.5,20060101,20171231,72402993775
724029,99999,RICHMOND (ASOS),US,VA,,+37.700,-077.433,+0063.0,19970318,19970318,72402999999
724030,93738,WASHINGTON DULLES INTERNATIONAL AP,US,VA,KIAD,+38.935,-077.447,+0088.4,19730101,20180620,72403093738
724033,03706,SHANNON AIRPORT,US,VA,KEZF,+38.267,-077.449,+0025.9,20060101,20180620,72403303706
724033,99999,SHANNON,US,VA,KEZF,+38.267,-077.450,+0026.0,19941016,20071231,72403399999
724035,13773,QUANTICO MCAF,US,VA,KNYG,+38.504,-077.305,+0003.1,19730101,20180620,72403513773
724036,03710,MANSAS RGNL/H P DAVS FD AP,US,VA,KHEF,+38.721,-077.515,+0058.5,20060101,20180620,72403603710
724036,99999,MANASSAS RGNL DAVIS,US,VA,KHEF,+38.721,-077.515,+0059.0,19920408,20071231,72403699999
724037,93728,DAVISON AAF AIRPORT,US,VA,KDAA,+38.717,-077.183,+0022.3,19570201,20180620,72403793728
724037,99999,DAVISON AAF,US,VA,KDAA,+38.717,-077.183,+0022.0,20000101,20071231,72403799999
724049,99999,SMITH POINT / SUNNYBANK,US,VA,,+37.880,-076.180,+0001.0,19760130,19770110,72404999999
724050,13743,RONALD REAGAN WASHINGTON NATL AP,US,VA,KDCA,+38.847,-077.035,+0003.1,19360901,20180620,72405013743
724053,03717,WINCHESTER REGIONAL ARPT,US,VA,KOKV,+39.143,-078.144,+0221.6,20060101,20180620,72405303717
724053,99999,WINCHESTER RGNL,US,VA,KOKV,+39.150,-078.150,+0222.0,19950101,20071231,72405399999
724055,03714,LESSBURG EXECUTIVE AIRPORT,US,VA,KJYO,+39.078,-077.558,+0118.6,20060101,20180620,72405503714
724055,99999,LEESBURG EXECUTIVE,US,VA,KJYO,+39.078,-077.558,+0119.0,19950101,20071231,72405599999
724056,63805,MOUNTIAN EMPIRE AIRPORT,US,VA,KMKJ,+36.895,-081.350,+0780.0,20060101,20180620,72405663805
724056,99999,MOUNTAIN EMPIRE,US,VA,KMKJ,+36.895,-081.350,+0780.0,19950423,20071231,72405699999
724058,53818,VIRGINIA HIGHLANDS AIRPORT,US,VA,KVJI,+36.683,-082.033,+0630.9,20060101,20180620,72405853818
724058,99999,VIRGINIA HIGHLANDS,US,VA,KVJI,+36.683,-082.033,+0636.0,19840607,20071231,72405899999
724100,13733,LYNCHBURG RGNL/PRESTON GLENN FLD AP,US,VA,KLYH,+37.321,-079.207,+0286.5,19730101,20180620,72410013733
724105,93760,SHENANDOAH VALLEY RGNL ART,US,VA,KSHD,+38.264,-078.896,+0366.1,20060101,20180620,72410593760
724105,99999,SHENANDOAH VALLEY RG,US,VA,KSHD,+38.267,-078.900,+0366.0,19730101,20071231,72410599999
724106,13728,DANVILLE REGIONAL AIRPORT,US,VA,KDAN,+36.573,-079.335,+0174.0,19730101,20180620,72410613728
724106,99999,DANVILLE RGNL,US,VA,KDAN,+36.567,-079.333,+0174.0,20000101,20031231,72410699999
724107,53895,TWIN COUNTY AIRPORT,US,VA,KHLX,+36.766,-080.823,+0820.8,20060101,20180620,72410753895
724107,99999,TWIN COUNTY,US,VA,KHLX,+36.767,-080.817,+0821.0,19950101,20071231,72410799999
724110,13741,ROANOKE REGIONAL/WOODRUM FIELD AP,US,VA,KROA,+37.317,-079.974,+0358.1,19730101,20180620,72411013741
724113,53881,VIRGINIA TECH AIRPORT,US,VA,KBCB,+37.208,-080.408,+0649.8,20060101,20180620,72411353881
724113,99999,VIRGINIA TECH ARPT,US,VA,KBCB,+37.208,-080.408,+0650.0,19941016,20071231,72411399999
724115,93757,INGALLS FIELD AIRPORT,US,VA,KHSP,+37.950,-079.817,+1156.1,20060101,20180620,72411593757
724115,99999,INGALLS FLD,US,VA,KHSP,+37.950,-079.833,+1156.0,19730101,20071231,72411599999
724116,13868,NEW RIVER VALLEY AIRPORT,US,VA,KPSK,+37.133,-080.683,+0641.6,19940818,20180620,72411613868
724116,99999,DUBLIN/NEW RIV VLLY,US,VA,KPSK,+37.133,-080.683,+0642.0,20000101,20031231,72411699999
724117,63802,LONESOME PINE AIRPORT,US,VA,KLNP,+36.988,-082.530,+0818.1,20060101,20180620,72411763802
724117,99999,LONESOME PINE,US,VA,KLNP,+36.983,-082.533,+0818.0,19800227,20071231,72411799999
724118,93797,MCKNBRG-BRUNWICK RGNL ARPT,US,VA,KAVC,+36.688,-078.054,+0134.7,20060101,20180620,72411893797
724118,99999,MECKLENBURG BRUNSWI,US,VA,KAVC,+36.683,-078.050,+0135.0,19970123,20071231,72411899999
724270,03804,OAK RIDGE,US,TN,KPKB,+39.200,-081.270,+0263.3,19730101,19850531,72427003804
724270,53868,OAK RIDGE,US,TN,KOQT,+36.023,-084.234,+0274.3,20100801,20180620,72427053868
724270,99999,OAK RIDGE,US,TN,KOQT,+36.017,-084.217,+0279.0,20020503,20060202,72427099999
725172,13762,NAVAL AUXILIARY LANDING FIELD,US,VA,KNFE,+36.695,-076.136,+0004.9,20070601,20180620,72517213762
725258,00382,TOCCOA RG LETOURNEAU FIELD AIRPORT,US,GA,KTOC,+34.594,-083.296,+0303.3,20170519,20180620,72525800382
725258,99999,TOCCOA RG LETOURNEAU FLD,US,GA,KTOC,+34.594,-083.296,+0303.0,20120607,20180516,72525899999
745980,13702,LANGLEY AFB AIRPORT,US,VA,KLFI,+37.083,-076.360,+0003.1,19361001,20180620,74598013702
745980,99999,LANGLEY AFB/HAMPTON,US,VA,KLFI,+37.083,-076.350,+0006.0,20000101,20071231,74598099999
745985,63806,BLUE RIDGE AIRPORT,US,VA,KMTV,+36.631,-080.018,+0286.8,20060101,20180620,74598563806
745985,99999,BLUE RIDGE,US,VA,KMTV,+36.633,-080.017,+0287.0,19950708,20071231,74598599999
746720,99999,SABRE AHP,US,TN,KEOD,+36.568,-087.481,+0181.1,20010815,20180619,74672099999
747804,13824,HUNTER ARMY AIRFIELD,US,GA,KSVN,+32.017,-081.133,+0012.5,20060101,20180620,74780413824
747804,99999,HUNTER AAF,US,GA,KSVN,+32.009,-081.146,+0013.0,19440301,20071231,74780499999
747805,63818,STATESBORO-BULLOCK CO ARPT,US,GA,KTBR,+32.483,-081.737,+0057.0,20060101,20180620,74780563818
747805,99999,STATESBORO BULLOCH,US,GA,KTBR,+32.482,-081.733,+0057.0,20020423,20071231,74780599999
747806,63809,THOMASTON-UPSON CO AIRPORT,US,GA,KOPN,+32.955,-084.264,+0242.6,20060101,20180620,74780663809
747806,99999,THOMASTON UPSON CO,US,GA,KOPN,+32.950,-084.267,+0243.0,20020423,20071231,74780699999
747807,03821,LAGRANGE-CALLAWAY AIRPORT,US,GA,KLGC,+33.017,-085.067,+0207.9,20060101,20180620,74780703821
747807,99999,LAGRANGE CALLAWAY,US,GA,KLGC,+33.017,-085.067,+0211.0,19530701,20071231,74780799999
747808,63803,GWINNETT CO-BRISCOE FD APT,US,GA,KLZU,+33.980,-083.963,+0323.4,20060101,20180620,74780863803
747808,99999,GWINNETT COUNTY ARPT,US,GA,KLZU,+33.978,-083.962,+0323.0,20020430,20071231,74780899999
747809,03832,WINDER-BORROW AIRPORT,US,GA,KWDR,+33.983,-083.668,+0287.4,20060101,20180620,74780903832
747809,99999,WINDER BARROW,US,GA,KWDR,+33.983,-083.667,+0287.0,20020430,20071231,74780999999
747810,13857,MOODY AFB AIRPORT,US,GA,KVAD,+30.967,-083.200,+0071.0,20060103,20180620,74781013857
747810,99999,MOODY AFB/VALDOSTA,US,GA,KVAD,+30.967,-083.200,+0071.0,19420401,20071231,74781099999
747812,63813,COBB CO-MC COLLUM FLD ARPT,US,GA,KRYY,+34.013,-084.599,+0317.0,20060101,20180620,74781263813
747812,99999,COBB CO MCCOLLUM FLD,US,GA,KRYY,+34.013,-084.599,+0317.0,20020430,20071231,74781299999
747900,13849,SHAW AIR FORCE BASE,US,SC,KSSC,+33.967,-080.467,+0073.5,19411222,20180620,74790013849
747900,99999,SHAW AFB/SUMTER,US,SC,KSSC,+33.967,-080.483,+0073.0,20000103,20071231,74790099999
747910,13717,MYRTLE BEACH INTL AIRPORT,US,SC,KMYR,+33.683,-078.933,+0007.6,19421101,20180620,74791013717
747910,99999,MYRTLE BEACH CIV,US,SC,KMYR,+33.683,-078.933,+0008.0,20000101,20031231,74791099999
747915,93718,GRAND STRAND AIRPORT,US,SC,KCRE,+33.812,-078.724,+0009.8,19730101,20180620,74791593718
747915,99999,NORTH MYRTLE BEACH,US,SC,KCRE,+33.817,-078.717,+0010.0,20000101,20031231,74791599999
747917,00390,MT PLEASANT REGIONAL AIRPORT FASION FIELD,US,SC,KLRO,+32.900,-079.783,+0004.3,20170519,20180620,74791700390
747917,99999,MOUNT PLEASANT,US,SC,KLRO,+32.900,-079.783,+0003.7,20081208,20180515,74791799999
747918,00391,GEORGETOWN COUNTY AIRPORT,US,SC,KGGE,+33.317,-079.317,+0012.2,20170519,20180620,74791800391
747918,99999,GEORGETOWN CO,US,SC,KGGE,+33.312,-079.320,+0011.9,20090601,20180522,74791899999
747920,99999,POINSETT RANGE  SUMPTER,US,SC,,+33.850,-080.480,+0068.0,19700615,19880923,74792099999
749000,99999,ARNOLD AFB,US,TN,KAYX,+35.393,-086.086,+0324.6,19430101,19690801,74900099999
749083,99999,LEBANON,US,TN,,+36.183,-086.300,+0159.0,19440209,19440301,74908399999
749085,99999,HARRIS NECK AAF,US,GA,,+31.633,-081.267,+0006.0,19440501,19441214,74908599999
749088,99999,THOMASVILLE GEORGIA AAF,US,GA,TVI,+30.900,-083.850,+0074.0,20100610,20100621,74908899999
749090,99999,WALTERBORO MUNI,US,SC,,+32.917,-080.650,+0029.0,19420928,19451102,74909099999
749483,00394,JACKSON COUNTY AIRPORT,US,GA,K19A,+34.147,-083.561,+0290.2,20171004,20180620,74948300394
749483,99999,JACKSON CO,US,GA,,+34.174,-083.561,+0289.9,19450201,20180516,74948399999
749496,99999,MOGUL,US,GA,,+32.833,-083.567,+0141.0,19480101,19481201,74949699999
992014,99999,CAPE CHARLES,US,VA,,+37.023,-075.810,+0003.0,20130206,20180406,99201499999
993711,99999,SEWELLS POINT  VA,US,VA,,+36.950,-076.330,+0010.0,20050218,20180425,99371199999
994020,99999,CHESAPEAKE LIGHT  VA,US,VA,,+36.910,-075.710,+0000.0,19850501,20160623,99402099999
994830,99999,U.S. NAVY TOWER R2,US,GA,,+31.380,-080.570,+0050.0,20040608,20091001,99483099999
994860,99999,U.S. NAVY TOWER R8,US,GA,,+31.633,-079.917,+0034.0,20040608,20080415,99486099999
997174,99999,CHARLESTON,US,SC,,+32.782,-079.925,+0006.0,20121106,20180425,99717499999
997298,99999,CHEASAPEAKE BIO LAB,US,VA,,+38.317,-076.450,+0010.0,20050217,20081002,99729899999
997299,99999,CHEASAPEAKE BRIDGE,US,VA,,+36.970,-076.120,+0016.0,20050217,20170928,99729999999
997301,99999,FT PALASKI,US,GA,,+32.030,-080.900,+0006.0,20050217,20180425,99730199999
997304,99999,LEWISETTA  VA,US,VA,,+37.980,-076.470,+0010.0,20050218,20180425,99730499999
997305,99999,MONEY POINT  VA,US,VA,,+36.770,-076.300,+0010.0,20050217,20180425,99730599999
997306,99999,SPRINGMAID PIER,US,SC,,+33.650,-078.920,+0010.0,20050217,20180425,99730699999
997308,99999,RAPPAHANNOCK LGT,US,VA,,+37.530,-076.020,+0010.0,20050217,20180425,99730899999
997313,99999,WACHAPREAGUE,US,VA,,+37.600,-075.680,+0010.0,20050217,20180425,99731399999
997315,99999,YORKTOWN  VA,US,VA,,+37.220,-076.480,+0010.0,20050217,20180425,99731599999
997371,99999,KIPTOPEKE,US,VA,,+37.170,-075.980,+0007.0,20050405,20180425,99737199999
997686,99999,FRIPPS INLET,US,SC,,+32.330,-080.450,+0003.0,20060710,20080313,99768699999
997691,99999,CAPE HENRY,US,VA,,+36.930,-076.020,+0003.0,20060710,20180425,99769199999
997693,99999,S CRANEY ISLAND,US,VA,,+36.880,-076.330,+0003.0,20060710,20180425,99769399999
997708,99999,YORK RIVER E RANGE,US,VA,,+37.250,-076.330,+0010.0,20060710,20180425,99770899999
997709,99999,S CAPERS ISLAND,US,SC,,+32.850,-079.700,+0010.0,20060710,20080309,99770999999
997782,99999,DOMINION TERMINAL ASSOCIATION,US,VA,,+36.967,-076.417,+0002.0,20061121,20180425,99778299999
997783,99999,GODWIN ISLAND MET STATION,US,VA,,+37.217,-076.400,+0004.0,20061121,20090117,99778399999
997786,99999,VIMS PIER,US,VA,,+37.250,-076.500,+0005.0,20061121,20090117,99778699999
997852,99999,DATA BUOY 44053,US,VA,,+37.233,-076.500,+0003.0,20080724,20090117,99785299999
997981,99999,FOLLY BEACH PIER,US,SC,,+32.650,-079.933,+0003.0,20071017,20100916,99798199999
997990,99999,ACE BASIN RESERVE,US,SC,,+32.550,-080.450,+0005.0,20071016,20180425,99799099999
998005,99999,NORTH INLET-WINYAH BAY,US,SC,,+33.350,-079.183,+0004.0,20071016,20180425,99800599999
998010,99999,SAPELO ISLAND RESERVE,US,GA,,+31.417,-081.283,+0005.0,20071016,20180425,99801099999
998017,99999,CHESAPEAKE BAY,US,VA,,+37.417,-076.717,+0011.0,20071016,20180425,99801799999
998177,99999,LAKE MURRAY,US,SC,,+34.100,-081.267,+0109.0,20080116,20180425,99817799999
998186,99999,SPRINGMAID PIER,US,SC,,+33.650,-078.917,+0003.0,20090701,20101129,99818699999
998187,99999,LAKE MARION,US,SC,,+33.550,-080.500,+0025.0,20080529,20170401,99818799999
998208,99999,LAKE WATEREE,US,SC,,+34.333,-080.700,+0087.0,20080811,20180425,99820899999
998245,99999,WILLOUGHBY DEGUASSING STATION,US,VA,,+36.983,-076.317,+0003.0,20081114,20180425,99824599999
998324,99999,BUOY 44058 / STRINGRAY POINT,US,VA,,+37.552,-076.251,+0003.0,20130206,20180424,99832499999
998325,99999,BUOY 44059 / NORFOLK,US,VA,,+36.846,-076.298,+0003.0,20130206,20160515,99832599999
998328,99999,BUOY 44099 / CAPE HENRY,US,VA,,+36.908,-075.775,+0003.0,20130206,20180425,99832899999
998348,99999,BUOY 44041 / JAMESTOWN,US,VA,,+37.204,-076.777,+0003.0,20130206,20180103,99834899999
999999,03728,MCCLELLANVILLE 7 NE,US,SC,,+33.153,-079.364,+0002.7,20020815,20180619,99999903728
999999,03739,CAPE CHARLES 5 ENE,US,VA,,+37.291,-075.927,+0008.8,20040303,20180619,99999903739
999999,03759,CHARLOTTESVILLE 2 SSE,US,VA,,+37.998,-078.466,+0358.8,20070329,20180619,99999903759
999999,03813,MACON MIDDLE GA REGIONAL AP,US,GA,KMCN,+32.685,-083.653,+0110.3,19580101,19721231,99999903813
999999,03820,AUGUSTA BUSH FIELD,US,GA,KAGS,+33.364,-081.963,+0045.1,19570101,19721231,99999903820
999999,03822,SAVANNAH INTL AP,US,GA,KSAV,+32.130,-081.210,+0015.5,19650101,19721231,99999903822
999999,03841,ATDL,US,TN,,+35.998,-084.219,+0310.6,20060101,20160301,99999903841
999999,03858,MCENTIRE ANG,US,SC,KMMT,+33.967,-080.800,+0076.8,19590206,20041231,99999903858
999999,03870,GREENVILLE-SPARTANBURG INTL AIRPORT,US,SC,KGSP,+34.884,-082.221,+0296.0,19621015,19721231,99999903870
999999,03874,FORT BENNING MCKENNA,US,GA,MKF,+32.367,-084.800,+0134.1,19640302,19650722,99999903874
999999,13726,BLACKSTONE,US,VA,,+37.067,-077.950,+0134.1,19570101,19590101,99999913726
999999,13732,GORDONSVILLE FAA AP,US,VA,,+38.067,-078.150,+0135.0,19570101,19610420,99999913732
999999,13733,LYNCHBURG MUNICIPAL ARPT,US,VA,KLYH,+37.321,-079.207,+0285.9,19570101,19721231,99999913733
999999,13737,NORFOLK REGIONAL ARPT,US,VA,KORF,+36.903,-076.192,+0009.1,19570101,19721231,99999913737
999999,13740,RICHMOND INTL AP,US,VA,KRIC,+37.505,-077.320,+0049.7,19570101,19721231,99999913740
999999,13741,ROANOKE WOODRUM ARPT,US,VA,KROA,+37.317,-079.974,+0358.4,19570101,19721231,99999913741
999999,13743,WASHINGTON D C WASHNGTN-HOOVE,US,VA,KDCA,+38.848,-077.034,+0019.8,19700101,19721231,99999913743
999999,13744,FLORENCE CITY COUNTY AP,US,SC,KFLO,+34.185,-079.724,+0046.0,19570101,19650401,99999913744
999999,13750,NORFOLK NAS,US,VA,KNGU,+36.950,-076.283,+0004.9,19570101,19721231,99999913750
999999,13755,CHINCOTEAGUE NAS,US,VA,K0W8,+37.933,-075.433,+0014.9,19570101,19590316,99999913755
999999,13760,DAHLGREN WEAPONS LAB,US,VA,,+38.333,-077.033,+0006.1,19570101,19591115,99999913760
999999,13762,FENTRESS NAAS,US,VA,KNFE,+36.695,-076.136,+0004.9,19960702,20041231,99999913762
999999,13769,OCEANA NAS,US,VA,KNTU,+36.817,-076.033,+0006.7,19570101,19721231,99999913769
999999,13773,QUANTICO MCAS,US,VA,KNYG,+38.500,-077.300,+0003.7,19570101,19721231,99999913773
999999,13782,CUSTOM HOUSE (CITY OFC),US,SC,,+32.775,-079.924,+0003.1,20060101,20180501,99999913782
999999,13815,ALBANY NAVAL AIR STN,US,GA,,+31.583,-084.117,+0066.1,19720101,19721231,99999913815
999999,13822,GREENVILLE DONALDSON AFB,US,SC,,+34.767,-082.383,+0298.1,19570101,19630430,99999913822
999999,13829,FORT BENNING LAWSON,US,GA,KLSF,+32.350,-085.000,+0070.7,19710101,19710101,99999913829
